Name,About,URL,Publication Type,Sector,Purpose,,TAGS,Digital Harms Addressed,TechFocus,,Sponsoring Org,,Author(s)/Editors,Audience,,Working group,License,Volume Frequency,Version or Edition,Date,,Status,,,,Jurisdiction,,,,Github Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Race, Technology, And AI Bias",What can those who care about justice and are worried about new technology do to address harms and build a better future?,https://www.youtube.com/watch?v=Y6fUc5_whX8,video,,,,The Coded Gaze,,,,Algorithmic Justice League,,Joy Buolamwini,,,,,,,,,,,,,,,,,,https://www.radcliffe.harvard.edu/video/race-technology-and-algorithmic-bias-vision-justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doha Debates,"Advocates for AI defend it as manageable and say the risks are marginal, and the rewards life-improving, by empowering more people with instant information. But critics warn about transparency gaps and power disparities, including a slippery slope into a digital apocalypse where superintelligent machines surpass humans’ ability to control them. Watch as four experts weigh in on the future of AI.",https://www.youtube.com/watch?v=ffG2EdYxoCQ,video,,,,The Coded Gaze,,,,Algorithmic Justice League,,Joy Buolamwini,,,,,,,,,,,,,,,,,,https://dohadebates.com/2019/04/04/second-debate-recap/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBS: Open Mind,"On this week’s episode of The Open Mind, we welcome Algorithmic Justice League founder Joy Buolamwini. Her organization's mission is to highlight algorithmic bias through media, art and science, to provide space for people to voice concerns and experiences with coded bias and to develop practices for accountability during the design, development, and deployment of coded systems. ",https://www.youtube.com/watch?v=hwHnXdoSSFY,video,,,,The Coded Gaze,,,,Algorithmic Justice League,,Joy Buolamwini,,,,,,,,,,,,,,,,,,https://www.pbs.org/video/algorithmic-justice-aba1wv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google my Bubul,An ode to Google in which a writhing teddy bear repeatedly compares the well-known search engine corporation to a pet songbird.,https://www.youtube.com/watch?v=p0ysH2Glw5w&t=9s,video,,,,Film Festival,,,,Auditing Algorithms,,Krsna Solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quicksort,"A fundamental sorting algorithm is explained via folk dance, punctuated by periodic shouts of “divide and conquer” in Hungarian. Winner of the Grand Jury Prize.",https://vimeo.com/114911241,video,,,,Film Festival,,,,Auditing Algorithms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Computer Says No,"from Little Britain by David Walliams and Matt Lucas (London, England, 2005). A sketch from the critically-acclaimed BBC comedy series that led to the brief popular use of the phrase “The Computer Says No” in the UK to describe a type of customer service.",https://www.youtube.com/watch?v=0n_Ty_72Qds,video,,,,Film Festival,,,,Auditing Algorithms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Computer Glossary,Legendary architects and furniture designers Charles and Ray Eames made this film to “come to terms with the data processing machine.”,https://www.youtube.com/watch?v=eIgX6sPOqCY,video,,,,Film Festival,,,,Auditing Algorithms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An Algorithm Watching a Movie Trailer,The real-time object-detection algorithm Yolo-2 watches the trailer for The Wolf of Wall Street (2013).,https://vimeo.com/199488031,video,,,,Film Festival,,,,Auditing Algorithms,,"Lasse Korsgaard and Andreas Refsgaard, Støj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetris Printer Algorithm,"This algorithm exploits the mechanics of the game Tetris to generate arbitrary images, based on a project to apply artificial intelligence to Tetris.",https://www.youtube.com/watch?v=PJkHwulsac4,video,,,,Film Festival,,,,Auditing Algorithms,,Michael Birkin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human Pose Detection,The designer hopes this will help you “imagine a world where every camera is a real-time body language detector — and every video can be analysed.,https://www.youtube.com/watch?v=9veagUn1KFY,video,,,,Film Festival,,,,Auditing Algorithms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THX 1138,"[excerpt: The Confession Scene, Director’s Cut]. Lucas’s directorial debut (originally his student film) depicts computers and robots in a dystopian future. This scene is a reference to the famous 1964 natural language processing program ELIZA.",https://www.youtube.com/watch?v=U0YkPnwoYyE,video,,,,Film Festival,,,,Auditing Algorithms,,George Lucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warriors of the Net,"TNG Medialab (Stockholm, Sweden, 1999). [excerpt: the router, the router-switch, the proxy]. A cartoon explaining the Internet and “starring” a Transmission Control Protocol packet.",https://youtu.be/PBWhzz_Gn10,video,,,,Film Festival,,,,Auditing Algorithms,,Gunilla Elam: Tomas Stephanson: Niklas Hanberger: Monte Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whiteonwhite:algorithmicnoir Demo,"Pushing the envelope of cinematic form, this short film is edited in real time for each viewing by an algorithm called the “serendipity machine.” It never plays the same narrative twice. (This link is to a recorded performance.)",https://vimeo.com/85569330,video,,,,Film Festival,,,,Auditing Algorithms,,Eve Sussman,,Rufus Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computers Watching Movies,"[excerpt: Computer watching the “Open the pod bay doors, Hal” scene from 2001: A Space Odessey]. A visualization of a computer vision algorithm watching well-known clips from popular movies",https://vimeo.com/78711521,video,,,,Film Festival,,,,Auditing Algorithms,,Ben Grosser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90s Computer Hacking: A Supercut,A nostalgia trip via a supercut (a montage that isolates a single cliché from popular films) depicting the use of computers in 1990s Hollywood movies.,https://www.youtube.com/watch?v=bbOEHcA-71I,video,,,,Film Festival,,,,Auditing Algorithms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumer Standards Resources ,"Access consumer publications and presentations and information on COPOLCO events, or download a list of consumer standards published by ISO.",https://www.iso.org/consumer-standards-resources.html,,,,,"Publications, Parent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO/IEC Guide 14,Purchase information on goods and services intended for consumers,https://www.iso.org/standard/33306.html,,,,,Consumer Standards Resources,,,,ISO: IEC: Copolco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO/IEC Guide 37,Instructions for use of products by consumers,https://www.iso.org/standard/39881.html,,,,,Consumer Standards Resources,,,,ISO: IEC: Copolco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO/IEC Guide 41,Packaging – Recommendations for addressing consumer needs,https://www.iso.org/standard/33319.html,,,,,Consumer Standards Resources,,,,ISO: IEC: Copolco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO/IEC Guide 46,Comparative testing of consumer products and related services – General principles,https://www.iso.org/standard/19752.html,,,,,Consumer Standards Resources,,,,ISO: IEC: Copolco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO/IEC Guide 74,Graphical symbols – Technical guidelines for the consideration of consumers' needs,https://www.iso.org/standard/36942.html,,,,,Consumer Standards Resources: 00_ISO/IEC Directives and Guides Functions: Consumer Standards Resources: 12 ISO/IEC Guides (English),,,,ISO: IEC: Copolco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO/IEC Guide 76,Development of standards for services – Recommendations for addressing consumer issues,https://www.iso.org/standard/32941.html,,,,,Consumer Standards Resources: 00_ISO/IEC Directives and Guides Functions: Consumer Standards Resources: 12 ISO/IEC Guides (English),,,,ISO: IEC: Copolco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO/IEC Guide 50,Safety aspects – Guidelines for child safety,https://www.iso.org/standard/32941.html,,,,,Consumer Standards Resources: 00_ISO/IEC Directives and Guides Functions: Consumer Standards Resources: 12 ISO/IEC Guides (English),,,,ISO: IEC: Copolco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO/IEC Guide 51,Safety aspects – Guidelines for their inclusion in standards,https://www.iso.org/standard/53940.html,,,,,Consumer Standards Resources: 00_ISO/IEC Directives and Guides Functions: Consumer Standards Resources: 12 ISO/IEC Guides (English),,,,ISO: IEC: Copolco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00_ISO/IEC Directives and Guides Functions,"This area presents the three core documents describing basic procedural rules to be followed by ISO committees, namely:

    ISO/IEC Directives, Part 1: Procedures for the technical work
    ISO/IEC Directives, Part 1: Consolidated ISO Supplement - Procedures specific
    ISO/IEC Directives, Part 2: Rules for the structure and drafting of International Standards

Access is also given to the ISO Change Notifications, which describe the approved changes to the Directives and Supplement, as well as to copies of the Normative References quoted in these core documents (Note: viewing of the normative references is subject to access control - a username and password is required).

The forms to be used in conjunction with the three core documents are available to download from www.iso.org/forms.

ISO/IEC JTC 1 (Information technology) has also adopted ISO/IEC Directives, Part 1, together with the JTC 1 Supplement.

The basic procedures are supplemented by procedures relating to other forms of standards development partnerships and agreements; those relating to the Agreement on technical cooperation between ISO and CEN (Vienna Agreement) are accessible from this area as well as directly via www.iso.org/va.

Additional guidelines and special procedures complementing these documents may be found on the ISOTC Portal (www.iso.org/tc), in particular in the areas Development Procedures and Writing Standards.",https://isotc.iso.org/livelink/livelink?func=ll&objId=4230450,,,,,Consumer Standards Resources,,,,ISO: IEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 ISO/IEC Guides (English),,https://isotc.iso.org/livelink/livelink?func=ll&objId=8389141,,,,,00_ISO/IEC Directives and Guides Functions: Consumer Standards Resources,,,,ISO: IEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO_Guide_64_2008(E),Guide for addressing environmental issues in product standards,https://isotc.iso.org/livelink/livelink/fetch/2000/2122/4230450/8389141/ISO_Guide_64_2008(E)_-_Guide_for_addressing_environmental_issues_in_product_standards_.pdf,,,,,00_ISO/IEC Directives and Guides Functions: Consumer Standards Resources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO_Guide_78_2012(E),Safety of machinery -- Rules for drafting and presentation of safety standards,https://isotc.iso.org/livelink/livelink/fetch/2000/2122/4230450/8389141/ISO_Guide_78_2012%28E%29_%2D_Safety_of_machinery_%2D%2D_Rules_for_drafting_and_presentation_of_safety_standards.pdf?nodeid=8387150&vernum=-2,,,,,00_ISO/IEC Directives and Guides Functions: Consumer Standards Resources: 12 ISO/IEC Guides (English),,,,ISO: IEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO_Guide_82_2019(E),Guidelines for addressing sustainability in standards,https://isotc.iso.org/livelink/livelink/fetch/2000/2122/4230450/8389141/ISO_Guide_82_2019%28E%29_%2D_Guidelines_for_addressing_sustainability_in_standards.pdf?nodeid=16544468&vernum=-2,,,,,00_ISO/IEC Directives and Guides Functions: Consumer Standards Resources: 12 ISO/IEC Guides (English),,,,ISO: IEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO_IEC_Guide_17_2016(E),"Guide for writing standards taking into account the needs of micro, small and medium-sized enterprises",https://isotc.iso.org/livelink/livelink/fetch/2000/2122/4230450/8389141/ISO_IEC_Guide_17_2016%28E%29_%2D_Guide_for_writing_standards_taking_into_account_the_needs_of_micro%2C_small_and_medium%2Dsized_enterprises.pdf?nodeid=19918312&vernum=-2,,,,,00_ISO/IEC Directives and Guides Functions: Consumer Standards Resources: 12 ISO/IEC Guides (English),,,,ISO: IEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO_IEC_Guide_21-1_2005(E),"Regional or national adoption of International Standards and other International Deliverables - Part 1, Adoption of International Standards",https://isotc.iso.org/livelink/livelink/fetch/2000/2122/4230450/8389141/ISO_IEC_Guide_21%2D1_2005%28E%29_%2D_Regional_or_national_adoption_of_International_Standards_and_other_International_Deliverables_%2D_Part_1%2C_Adoption_of_International_Standards.pdf?nodeid=8389160&vernum=-2,,,,,00_ISO/IEC Directives and Guides Functions: Consumer Standards Resources: 12 ISO/IEC Guides (English),,,,ISO: IEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO_IEC_Guide_21-2_2005(E),"Regional or national adoption of International Standards and other International Deliverables -- Part 2, Adoption of International Deliverables other than International Standards",https://isotc.iso.org/livelink/livelink/fetch/2000/2122/4230450/8389141/ISO_IEC_Guide_21%2D2_2005%28E%29_%2D_Regional_or_national_adoption_of_International_Standards_and_other_International_Deliverables_%2D%2D_Part_2%2C_Adoption_of_International_Deliverables_other_than_International_Standards.pdf?nodeid=8388832&vernum=-2,,,,,00_ISO/IEC Directives and Guides Functions: Consumer Standards Resources: 12 ISO/IEC Guides (English),,,,ISO: IEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO_IEC_Guide_2_2004_(Multilingual),Standardization and related activities -- General vocabulary,https://isotc.iso.org/livelink/livelink/fetch/2000/2122/4230450/8389141/ISO_IEC_Guide_2_2004_%28Multilingual%29_%2D_Standardization_and_related_activities_%2D%2D_General_vocabulary.pdf?nodeid=8387841&vernum=-2,,,,,00_ISO/IEC Directives and Guides Functions: Consumer Standards Resources: 12 ISO/IEC Guides (English),,,,ISO: IEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO_IEC_Guide_23_1982(E),Methods of indicating conformity with standards for third-party certification systems,https://isotc.iso.org/livelink/livelink/fetch/2000/2122/4230450/8389141/ISO_IEC_Guide_23_1982%28E%29_%2D_Methods_of_indicating_conformity_with_standards_for_third%2Dparty_certification_systems.pdf?nodeid=8387838&vernum=-2,,,,,00_ISO/IEC Directives and Guides Functions: Consumer Standards Resources: 12 ISO/IEC Guides (English),,,,ISO: IEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO_IEC_Guide_59_2019(E),ISO and IEC recommended practices for standardization by national bodies,https://isotc.iso.org/livelink/livelink/fetch/2000/2122/4230450/8389141/ISO_IEC_Guide_59_2019%28E%29_%2D_ISO_and_IEC_recommended_practices_for_standardization_by_national_bodies.pdf?nodeid=8388826&vernum=-2,,,,,00_ISO/IEC Directives and Guides Functions: Consumer Standards Resources: 12 ISO/IEC Guides (English),,,,ISO: IEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO_IEC_Guide_63_2019(E),Guide to the development and inclusion of all aspects of safety in International Standards for medical devices,https://isotc.iso.org/livelink/livelink/fetch/2000/2122/4230450/8389141/ISO_IEC_Guide_63_2019%28E%29_%2D_Guide_to_the_development_and_inclusion_of_all_aspects_of_safety_in_International_Standards_for_medical_devices.pdf?nodeid=8387464&vernum=-2,,,,,00_ISO/IEC Directives and Guides Functions: Consumer Standards Resources: 12 ISO/IEC Guides (English),,,,ISO: IEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO_IEC_Guide_71_2014(E),Guide for addressing accessibility in standards,https://isotc.iso.org/livelink/livelink/fetch/2000/2122/4230450/8389141/ISO_IEC_Guide_71_2014%28E%29_Guide_for_addressing_accessibility_in_standards.pdf?nodeid=8387461&vernum=-2,,,,,00_ISO/IEC Directives and Guides Functions: Consumer Standards Resources: 12 ISO/IEC Guides (English),,,,ISO: IEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO_IEC_Guide_75_2006(E),Strategic principles for future IEC and ISO standardization in industrial automation,https://isotc.iso.org/livelink/livelink/fetch/2000/2122/4230450/8389141/ISO_IEC_Guide_75_2006%28E%29_%2D_Strategic_principles_for_future_IEC_and_ISO_standardization_in_industrial_automation.pdf?nodeid=8388167&vernum=-2,,,,,00_ISO/IEC Directives and Guides Functions: Consumer Standards Resources: 12 ISO/IEC Guides (English),,,,ISO: IEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO_IEC_Guide_98-1_2009(E),"Uncertainty of measurement -- Part 1, Introduction to the expression of uncertainty in measurement",https://isotc.iso.org/livelink/livelink/fetch/2000/2122/4230450/8389141/ISO_IEC_Guide_98%2D1_2009%28E%29_%2D_Uncertainty_of_measurement_%2D%2D_Part_1%2C_Introduction_to_the_expression_of_uncertainty_in_measurement.pdf?nodeid=8387212&vernum=-2,,,,,00_ISO/IEC Directives and Guides Functions: Consumer Standards Resources: 12 ISO/IEC Guides (English),,,,ISO: IEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
